pwm,voltage,speed
142,2.20564,9.228307
197,2.206445,13.85597
100,2.20564,5.860743
124,2.193554,7.836663
36,2.191943,0
68,2.206445,3.42917
93,2.206445,5.516695
221,2.209668,15.96727
234,2.20564,17.17036
222,2.206445,16.05179
39,2.20564,1.103482
160,2.204028,10.79585
136,2.206445,9.123732
139,2.204834,9.047532
220,2.20564,15.79722
191,2.207251,13.69673
205,2.206445,14.70521
234,2.204834,17.3312
217,2.203223,15.78674
52,2.204834,2.123524
234,2.204834,17.1445
72,2.207251,3.521799
21,2.189526,0
243,2.202417,19.32836
92,2.207251,5.401935
104,2.19436,6.439986
203,2.204834,14.64598
67,2.206445,3.384039
99,2.207251,5.937841
238,2.207251,17.97065
249,2.206445,19.86238
104,2.198389,6.502825
185,2.204834,12.99661
10,2.203223,0
126,2.192749,7.976177
104,2.206445,6.190404
19,2.204834,0
221,2.20564,15.86535
249,2.196777,19.99868
16,2.204834,0
107,2.21128,6.497015
66,2.204028,3.18272
129,2.207251,8.247079
53,2.212891,1.968767
58,2.191943,2.532848
50,2.204834,1.804573
29,2.204834,0
80,2.200806,4.385409
240,2.2,18.63938
167,2.206445,11.54098
190,2.182275,13.34633
90,2.206445,5.383477
56,2.195166,0
90,2.193554,5.240215
87,2.20564,5.048162
162,2.206445,11.0432
77,2.20564,4.165862
64,2.204834,3.007564
240,2.20564,17.59858
166,2.208057,11.51982
99,2.204834,5.963675
221,2.207251,16.05983
100,2.206445,6.099872
7,2.20564,0
179,2.192749,12.49172
177,2.20564,12.30993
134,2.204834,8.98517
169,2.193554,11.78471
22,2.204028,0
79,2.206445,4.391355
195,2.206445,14.01096
45,2.2,1.329636
32,2.20564,0
37,2.20564,0
124,2.20564,7.806868
131,2.189526,8.482538
160,2.204834,10.56608
128,2.199194,8.253231
242,2.208057,19.67233
124,2.204834,8.10989
207,2.206445,15.69776
245,2.189526,19.57745
8,2.198389,0
135,2.20564,8.743649
11,2.204834,0
81,2.206445,4.54183
98,2.19436,5.876639
86,2.207251,4.949105
88,2.217725,4.966223
238,2.198389,17.72608
230,2.206445,16.91302
146,2.198389,9.929181
9,2.20564,0
212,2.204028,15.43887
147,2.20564,9.771794
221,2.206445,15.08061
91,2.208862,5.410942
73,2.206445,3.838016
1,2.207251,0
34,2.208057,0
171,2.208057,11.89475
141,2.204834,9.220561
200,2.20564,14.44836
32,2.206445,0
163,2.186303,11.36957
141,2.207251,9.642053
245,2.207251,20.13428
149,2.206445,10.6572
36,2.208057,0
131,2.193554,8.545297
213,2.20564,15.38925
154,2.212891,10.65214
243,2.207251,19.5538
65,2.19436,2.933995
195,2.206445,13.89778
78,2.191943,4.03037
157,2.20564,10.72875
215,2.204834,15.50332
147,2.207251,9.747055
122,2.208862,7.758245
51,2.195166,1.773208
225,2.208057,16.31742
154,2.207251,10.51101
233,2.206445,16.93544
65,2.199194,3.194721
121,2.204028,7.642327
217,2.206445,15.6323
72,2.206445,3.611391
172,2.198389,11.9346
142,2.20564,9.623268
109,2.208862,6.624171
137,2.20564,9.175533
70,2.20564,3.598279
164,2.215308,11.32285
65,2.206445,3.208929
124,2.207251,8.140908
130,2.206445,8.577259
187,2.202417,13.22141
122,2.202417,7.673388
248,2.206445,19.69922
244,2.189526,19.59454
13,2.199194,0
98,2.20564,5.972701
3,2.208057,0
173,2.196777,12.22714
30,2.207251,0
86,2.207251,4.669138
192,2.185498,13.60798
179,2.196777,12.34107
34,2.186303,0
227,2.190332,16.48663
139,2.208057,8.63445
248,2.206445,19.82077
207,2.20564,14.90079
160,2.206445,11.03855
42,2.202417,0
62,2.198389,2.866888
156,2.20564,10.6761
208,2.19436,14.13222
124,2.206445,7.962914
13,2.206445,0
147,2.206445,9.823126
230,2.207251,16.68061
220,2.206445,15.78722
95,2.20564,5.474303
47,2.206445,0
136,2.206445,9.009856
230,2.206445,16.11734
74,2.206445,4.0345
140,2.20564,9.32489
77,2.20564,4.161227
31,2.19436,0
95,2.191943,5.451315
163,2.20564,11.33846
0,2.208057,0
69,2.20564,3.57516
211,2.206445,15.29649
85,2.206445,4.838624
61,2.216114,2.898496
86,2.185498,4.731072
131,2.208057,8.520867
255,2.20564,19.62024
21,2.206445,0
54,2.18872,2.202729
30,2.204834,0
132,2.20564,8.652761
185,2.20564,13.01977
155,2.206445,10.5928
176,2.192749,12.44747
39,2.207251,0
107,2.187915,6.443844
12,2.206445,0
88,2.208057,5.14169
22,2.207251,0
168,2.206445,11.5107
36,2.208862,0
9,2.207251,0
116,2.20564,7.277225
119,2.207251,7.460798
184,2.204834,12.89144
126,2.20564,8.136692
185,2.190332,13.18634
234,2.207251,17.50289
27,2.206445,0
157,2.208057,10.79355
98,2.204834,5.949603
136,2.204834,8.972442
20,2.203223,0
220,2.20564,15.95057
196,2.206445,13.84096
104,2.206445,6.454726
156,2.204834,10.81682
30,2.192749,0
59,2.203223,0
88,2.192749,4.87191
249,2.208057,19.60359
161,2.208057,11.29834
122,2.204834,7.904333
100,2.215308,5.996505
233,2.209668,17.24255
23,2.208057,0
148,2.195972,10.04455
138,2.204834,9.117695
27,2.207251,0
177,2.20564,12.36838
193,2.203223,13.92797
210,2.206445,15.29723
139,2.206445,9.372964
149,2.207251,10.18668
12,2.204834,0
50,2.206445,1.933933
211,2.204834,15.35285
253,2.204834,19.80079
29,2.208862,0
206,2.196777,14.63629
1,2.20564,0
138,2.196777,9.30903
234,2.202417,17.44515
183,2.206445,12.97139
166,2.204834,11.5259
153,2.203223,10.53745
77,2.206445,4.220824
48,2.191943,1.861629
102,2.20564,6.246159
103,2.206445,6.380838
185,2.206445,12.84979
95,2.206445,5.417268
121,2.20564,7.831466
38,2.18872,0
70,2.18872,3.655829
231,2.207251,16.96966
174,2.206445,12.24592
109,2.203223,6.712432
202,2.197583,14.86877
7,2.20564,0
175,2.206445,12.16304
45,2.204834,0
246,2.219336,19.77038
178,2.220142,12.64487
172,2.200806,12.18805
133,2.183081,8.568043
40,2.20564,1.09856
81,2.195166,4.47477
149,2.198389,10.04808
88,2.20564,4.83569
207,2.207251,15.04421
203,2.207251,14.88878
203,2.202417,14.50881
114,2.198389,7.237525
20,2.202417,0
5,2.206445,0
74,2.201611,3.948778
164,2.20564,11.10425
227,2.20564,16.53888
202,2.206445,14.44995
195,2.206445,13.96239
49,2.204834,1.795153
142,2.206445,9.361681
91,2.190332,5.319522
174,2.192749,12.1253
6,2.18872,0
195,2.208057,13.81272
171,2.20564,11.92382
74,2.208057,3.910498
143,2.190332,9.411941
183,2.207251,13.05407
31,2.20564,0
4,2.2,0
164,2.20564,11.05455
29,2.20564,0
136,2.20564,9.084263
12,2.206445,0
8,2.190332,0
11,2.200806,0
96,2.199194,5.611129
172,2.20564,11.8616
13,2.206445,0
164,2.206445,10.68133
111,2.196777,6.851116
243,2.208057,19.51469
221,2.190332,16.12794
124,2.191943,8.048225
65,2.208862,3.205556
255,2.204028,19.36768
51,2.208862,0
252,2.20564,19.93068
231,2.204834,17.35131
165,2.208057,11.27255
168,2.21128,11.67496
110,2.199194,6.840762
47,2.200806,1.381267
186,2.199194,13.29122
91,2.209668,5.118118
25,2.207251,0
201,2.198389,14.27698
1,2.198389,0
26,2.203223,0
98,2.187915,5.753538
26,2.204834,0
104,2.204028,6.34914
242,2.206445,18.95609
64,2.189526,3.06771
171,2.206445,11.81334
195,2.207251,13.60633
83,2.206445,4.649004
70,2.208862,3.467228
78,2.20564,4.119916
4,2.193554,0
228,2.207251,16.47107
77,2.204834,4.217481
67,2.20564,3.201499
181,2.200806,12.8153
105,2.207251,6.513287
228,2.195972,16.6076
152,2.206445,10.11082
8,2.207251,0
97,2.206445,5.672383
67,2.207251,3.386497
74,2.206445,3.939835
32,2.20564,0
230,2.21853,16.7074
178,2.203223,12.61603
251,2.206445,19.74429
60,2.208057,2.588131
66,2.20564,3.340499
0,2.207251,0
200,2.182275,14.29569
123,2.208057,8.077112
202,2.212085,14.55223
84,2.208057,4.76211
158,2.204834,10.90876
161,2.195166,10.87892
12,2.207251,0
32,2.195166,0
171,2.190332,11.72087
183,2.192749,13.14716
225,2.187915,16.48992
116,2.204834,7.269278
197,2.208057,14.23571
189,2.199194,13.37884
88,2.208057,5.161287
114,2.206445,7.053482
223,2.206445,16.21769
234,2.20564,17.44748
58,2.193554,2.364539
142,2.196777,9.664596
165,2.206445,11.30126
191,2.20564,13.42102
118,2.206445,7.687735
140,2.20564,9.473529
219,2.206445,15.93488
86,2.200806,4.870551
153,2.204834,10.46618
90,2.206445,5.223156
109,2.204834,6.761319
160,2.206445,10.87418
62,2.204028,2.930776
159,2.203223,10.7001
175,2.204834,12.20273
118,2.204028,7.536
250,2.195166,19.98113
110,2.20564,6.729254
44,2.204834,0
222,2.203223,16.00192
208,2.19436,14.89372
12,2.20564,0
141,2.207251,9.402137
212,2.20564,15.36456
143,2.207251,9.639804
167,2.20564,11.56903
163,2.216114,11.1916
240,2.19436,18.68439
246,2.220142,19.51033
230,2.198389,17.09171
23,2.20564,0
113,2.203223,6.983956
99,2.192749,5.839131
78,2.204834,3.972004
16,2.206445,0
40,2.204834,0
190,2.189526,13.42871
14,2.20564,0
57,2.208057,2.371332
109,2.204834,6.602648
249,2.206445,19.75745
96,2.20564,5.667471
107,2.206445,6.33838
100,2.207251,5.832865
71,2.204028,3.610653
212,2.19436,15.34071
224,2.207251,16.37901
30,2.206445,0
234,2.208862,17.15536
214,2.206445,14.70246
191,2.19436,13.74095
50,2.195972,0
77,2.208862,4.151153
183,2.206445,12.83907
153,2.20564,10.18417
65,2.206445,3.309789
77,2.204028,4.197487
73,2.203223,3.832267
238,2.206445,17.97661
205,2.198389,15.2944
65,2.20564,3.191735
35,2.20564,0
236,2.202417,17.77884
194,2.202417,13.76696
228,2.20564,16.54689
64,2.191943,2.831708
223,2.204028,16.119
6,2.20564,0
137,2.212085,9.202519
184,2.206445,12.6571
144,2.216114,9.842082
101,2.191943,6.163515
253,2.208057,19.75546
20,2.204834,0
61,2.195972,2.55253
78,2.193554,3.987016
4,2.203223,0
3,2.201611,0
201,2.217725,14.20032
139,2.203223,8.951376
203,2.204028,14.46472
4,2.207251,0
253,2.20564,19.57184
131,2.203223,8.413073
3,2.208862,0
58,2.198389,0
212,2.192749,15.32738
24,2.20564,0
211,2.204834,14.84194
11,2.207251,0
35,2.206445,0
228,2.20564,16.83633
40,2.206445,0
1,2.206445,0
52,2.206445,0
52,2.207251,0
107,2.193554,6.358676
218,2.195972,15.73203
24,2.206445,0
76,2.199194,4.009691
208,2.208057,14.97965
107,2.20564,6.687171
135,2.207251,8.84572
74,2.208057,3.789617
107,2.206445,6.440013
54,2.206445,2.191371
68,2.198389,3.287891
11,2.204834,0
13,2.20564,0
167,2.185498,11.53394
157,2.204834,10.72523
249,2.20564,19.71901
195,2.206445,14.28243
213,2.195972,15.20528
114,2.196777,7.191007
14,2.212891,0
72,2.199194,3.828717
238,2.207251,18.40051
17,2.203223,0
175,2.204834,12.39571
175,2.202417,12.16229
79,2.207251,4.070549
213,2.208862,15.42401
65,2.202417,3.09536
50,2.201611,1.819728
67,2.196777,3.311904
35,2.189526,0
132,2.19436,8.429416
232,2.217725,17.28429
209,2.20564,14.91111
65,2.207251,3.229314
13,2.203223,0
47,2.204834,0
68,2.204834,3.306536
74,2.207251,3.87302
218,2.202417,15.75476
231,2.207251,16.55927
74,2.20564,3.841921
101,2.206445,6.004642
96,2.189526,5.492487
111,2.203223,6.996398
96,2.207251,5.627714
238,2.204834,17.9935
33,2.204834,0
82,2.20564,4.661435
50,2.20564,1.86688
251,2.206445,19.41772
152,2.191943,10.29943
129,2.207251,8.514263
33,2.208057,0
3,2.195166,0
144,2.208057,9.726775
193,2.207251,13.57529
175,2.20564,12.18673
95,2.203223,5.34863
237,2.19436,16.82317
110,2.20564,6.859103
45,2.20564,1.20569
255,2.206445,19.67233
121,2.208057,8.012142
144,2.206445,9.829149
109,2.208862,6.722026
181,2.207251,12.58822
130,2.203223,8.575293
156,2.20564,10.64384
2,2.207251,0
18,2.20564,0
128,2.204834,8.299499
73,2.206445,3.806625
172,2.18872,12.03749
192,2.207251,13.73518
77,2.203223,4.179128
254,2.208862,19.77038
219,2.207251,15.95576
88,2.206445,5.038641
74,2.20564,4.00458
151,2.214502,10.3461
126,2.20564,7.78601
154,2.206445,10.33861
29,2.203223,0
177,2.20564,11.66023
223,2.2,16.08944
202,2.207251,14.63684
99,2.181469,6.049366
21,2.207251,0
214,2.20564,15.24142
88,2.206445,5.175384
65,2.204834,3.065082
30,2.20564,0
55,2.20564,2.311011
121,2.190332,7.580991
184,2.195166,13.00317
161,2.209668,10.90952
248,2.204834,19.95701
207,2.207251,14.83339
204,2.207251,14.38603
180,2.208862,12.70809
118,2.206445,7.65376
59,2.195972,2.42687
44,2.18872,1.454749
71,2.20564,3.649976
6,2.208057,0
5,2.204028,0
167,2.209668,11.48646
216,2.208057,15.6194
35,2.199194,0
58,2.206445,2.468183
97,2.204834,5.507044
8,2.20564,0
95,2.20564,5.717954
227,2.21128,16.42354
209,2.203223,15.18646
197,2.203223,14.36472
91,2.206445,5.054075
81,2.19436,4.359206
158,2.204834,10.84594
158,2.208057,10.88389
54,2.206445,2.003812
89,2.204834,5.188153
149,2.20564,10.14798
16,2.204834,0
199,2.190332,14.45979
132,2.208057,8.697318
76,2.206445,3.932437
243,2.204834,19.4562
152,2.206445,10.47072
1,2.208057,0
234,2.20564,17.17243
143,2.187109,9.301202
103,2.195166,6.1507
92,2.204834,5.396646
206,2.208057,14.78577
138,2.206445,9.24074
71,2.204834,3.739867
46,2.217725,1.544954
95,2.204834,5.301729
148,2.191138,9.857709
71,2.206445,3.639042
119,2.192749,7.675413
168,2.202417,11.61892
19,2.206445,0
40,2.204834,0
197,2.190332,13.76117
43,2.206445,0
15,2.206445,0
222,2.206445,15.10076
76,2.206445,4.04365
251,2.204834,19.74901
100,2.203223,5.821193
83,2.202417,4.646556
142,2.213696,9.228633
15,2.20564,0
201,2.206445,14.34412
215,2.203223,15.74291
130,2.195166,8.425799
26,2.207251,0
53,2.20564,0
129,2.208862,8.548086
216,2.203223,15.45497
37,2.191943,0
146,2.204028,9.665131
42,2.195972,1.296737
23,2.204834,0
239,2.20564,18.29869
20,2.206445,0
227,2.20564,16.3773
248,2.214502,19.63103
107,2.196777,6.48765
15,2.204834,0
162,2.204834,11.23699
9,2.19436,0
152,2.192749,10.29146
184,2.20564,12.97032
87,2.187915,4.988587
252,2.206445,20.01014
129,2.204834,8.548784
38,2.185498,0
31,2.207251,0
113,2.204028,7.035915
28,2.20564,0
173,2.201611,11.99805
251,2.200806,19.72371
59,2.181469,2.677155
139,2.206445,9.09452
206,2.206445,14.93152
199,2.204834,14.27179
209,2.206445,15.08495
165,2.204834,11.5064
36,2.220142,0
9,2.18872,0
119,2.206445,7.621784
228,2.198389,16.59514
222,2.202417,16.09719
24,2.2,0
43,2.208862,0
181,2.21853,12.56888
249,2.204834,19.86916
234,2.18872,17.26416
220,2.204834,16.00861
249,2.208057,19.78507
138,2.20564,9.162955
140,2.20564,9.460292
221,2.208862,16.20949
81,2.206445,4.573914
181,2.191138,12.57351
96,2.209668,5.544914
16,2.206445,0
4,2.206445,0
78,2.203223,3.986004
216,2.203223,15.70922
8,2.191943,0
136,2.20564,8.827178
207,2.20564,14.76701
70,2.204834,3.60621
90,2.192749,5.019385
115,2.203223,7.3327
7,2.20564,0
67,2.203223,3.217869
130,2.204834,8.536241
47,2.20564,0
130,2.199194,8.509651
105,2.183887,6.515637
128,2.209668,8.426205
15,2.193554,0
46,2.198389,0
230,2.197583,16.52166
53,2.195972,2.11235
11,2.204028,0
99,2.206445,5.826029
67,2.204834,3.274512
144,2.204834,9.731294
128,2.202417,8.521839
160,2.208057,10.77105
243,2.198389,19.44512
97,2.207251,5.886726
81,2.189526,4.425489
114,2.208862,7.163101
177,2.209668,12.48785
12,2.190332,0
57,2.244312,2.446522
250,2.20564,19.88073
46,2.208057,1.570336
76,2.208057,4.001703
126,2.206445,8.193606
95,2.204834,5.493217
131,2.2,8.626673
47,2.204834,1.568203
72,2.206445,3.513763
209,2.202417,15.63744
154,2.207251,10.67545
109,2.192749,6.602537
211,2.219336,15.29604
155,2.201611,10.65084
193,2.198389,14.01859
25,2.20564,0
189,2.204834,13.5227
41,2.207251,0
134,2.204834,8.805702
206,2.203223,14.64093
71,2.204834,3.409853
196,2.20564,14.00608
116,2.195972,7.449899
137,2.204834,8.852599
118,2.206445,7.516671
47,2.18872,0
145,2.208057,10.26973
71,2.206445,3.697001
84,2.208057,4.728452
37,2.189526,0
155,2.221753,10.52354
117,2.207251,7.519514
177,2.20564,12.43269
36,2.201611,0
19,2.207251,0
235,2.207251,17.79314
42,2.204028,0
212,2.209668,15.33621
236,2.208862,17.72528
38,2.20564,0
156,2.203223,10.85059
246,2.20564,19.76441
71,2.204834,3.636288
126,2.204028,8.07653
99,2.20564,5.907093
59,2.202417,2.707154
251,2.207251,19.80578
49,2.208862,1.761202
15,2.206445,0
149,2.204834,10.06585
71,2.193554,3.41681
180,2.20564,11.87496
188,2.20564,13.35087
102,2.204834,6.006479
36,2.196777,0
202,2.200806,14.58818
125,2.191943,8.180976
45,2.189526,0
100,2.203223,6.086471
7,2.198389,0
93,2.208057,5.439158
180,2.196777,12.94061
94,2.20564,5.446363
27,2.207251,0
80,2.20564,4.45621
50,2.198389,1.942644
94,2.191138,5.305938
225,2.202417,16.09241
214,2.20564,15.44463
169,2.199194,11.74779
94,2.206445,5.596695
72,2.2,3.675676
46,2.204834,1.377395
181,2.206445,12.91911
83,2.20564,4.730645
219,2.199194,16.16428
138,2.196777,8.952038
19,2.206445,0
80,2.207251,4.416629
128,2.208862,8.402857
162,2.203223,11.16598
238,2.207251,17.94806
3,2.203223,0
24,2.20564,0
53,2.203223,1.977299
20,2.2,0
15,2.204834,0
150,2.206445,9.940428
3,2.201611,0
208,2.187915,14.9718
18,2.204834,0
97,2.207251,5.814857
177,2.206445,12.40579
55,2.208862,0
29,2.207251,0
165,2.21128,11.27579
182,2.206445,12.77538
7,2.206445,0
78,2.206445,4.30163
224,2.20564,16.30032
77,2.21128,4.257039
188,2.208057,13.10712
171,2.204834,11.75887
108,2.2,6.725307
201,2.204028,14.40952
169,2.191943,11.80899
157,2.216114,10.70047
50,2.20564,1.943384
232,2.207251,16.61638
154,2.208057,10.43684
42,2.20564,0
185,2.21128,12.84548
155,2.207251,10.93763
47,2.197583,1.664034
156,2.207251,10.66769
171,2.19436,12.08091
242,2.204834,19.05774
196,2.206445,13.93872
236,2.20564,17.33579
45,2.206445,0
232,2.204834,16.79332
214,2.206445,15.44236
166,2.203223,12.09663
224,2.206445,16.62887
24,2.20564,0
72,2.208057,3.861661
141,2.212085,9.27758
155,2.185498,10.59045
222,2.204834,16.13092
95,2.208057,5.593765
106,2.206445,6.571737
148,2.206445,9.988786
137,2.204834,8.942814
92,2.195972,5.420146
57,2.186303,0
27,2.204834,0
46,2.204834,0
121,2.208057,7.86519
20,2.203223,0
253,2.204834,20.60196
120,2.191943,7.550998
48,2.20564,1.506061
60,2.204834,2.626082
21,2.20564,0
69,2.20564,3.271157
93,2.189526,5.573995
102,2.20564,6.273099
73,2.20564,3.832641
74,2.20564,3.908912
230,2.204834,16.88266
243,2.204028,19.38776
172,2.203223,12.09719
148,2.207251,9.940491
57,2.208057,2.564026
222,2.20564,15.96971
60,2.207251,2.59094
174,2.20564,12.12231
117,2.21128,7.468886
250,2.204834,19.97782
89,2.207251,4.920625
188,2.208057,13.36279
22,2.201611,0
202,2.206445,14.55196
241,2.206445,18.86707
43,2.206445,0
192,2.206445,12.89345
69,2.204834,3.615631
238,2.202417,17.93945
213,2.206445,15.12009
92,2.201611,5.118985
242,2.20564,19.0853
191,2.206445,13.47837
16,2.208862,0
224,2.206445,16.28663
145,2.206445,9.687244
218,2.208057,15.78753
247,2.21128,19.70367
45,2.207251,0
5,2.208057,0
118,2.206445,7.595507
255,2.206445,19.70169
39,2.200806,0
250,2.20564,19.78881
57,2.203223,2.533428
15,2.207251,0
168,2.20564,11.51619
122,2.208862,7.702248
88,2.20564,5.151757
67,2.204834,3.2988
1,2.204834,0
207,2.206445,14.90432
77,2.206445,4.255897
64,2.207251,2.989209
41,2.207251,0
146,2.212891,9.686349
50,2.198389,1.651282
110,2.206445,6.845921
67,2.206445,3.124663
226,2.191943,16.19845
90,2.203223,5.292369
224,2.20564,16.29964
158,2.208057,10.60489
236,2.20564,17.59464
208,2.206445,14.69888
44,2.237061,1.144013
39,2.21128,0
99,2.196777,5.786623
189,2.207251,13.35166
90,2.20564,5.087039
106,2.207251,6.536651
5,2.203223,0
110,2.20564,7.041877
68,2.20564,3.432909
196,2.198389,13.98949
56,2.203223,2.452971
57,2.206445,2.501427
40,2.207251,0
90,2.203223,5.236058
247,2.206445,19.5921
58,2.206445,2.561863
156,2.200806,10.733
146,2.21128,9.89821
237,2.199194,17.77502
234,2.206445,17.17449
82,2.209668,4.477155
170,2.21128,11.71056
109,2.20564,6.852311
233,2.190332,17.17262
12,2.203223,0
154,2.206445,10.29727
3,2.20564,0
177,2.206445,12.26265
55,2.207251,0
144,2.200806,9.436253
52,2.208057,1.887641
7,2.204834,0
245,2.206445,19.47091
142,2.208862,9.5631
212,2.20564,14.97309
175,2.20564,12.08147
49,2.200806,1.712336
154,2.208057,10.41753
68,2.191943,3.156523
120,2.207251,7.909507
91,2.203223,5.431354
246,2.213696,21.49038
213,2.203223,15.91905
156,2.204834,10.81682
30,2.192749,0
59,2.203223,0
88,2.192749,4.87191
249,2.208057,19.60359
161,2.208057,11.29834
122,2.204834,7.904333
100,2.215308,5.996505
233,2.209668,17.24255
23,2.208057,0
148,2.195972,10.04455
138,2.204834,9.117695
27,2.207251,0
177,2.20564,12.36838
193,2.203223,13.92797
210,2.206445,15.29723
139,2.206445,9.372964
149,2.207251,10.18668
12,2.204834,0
50,2.206445,1.933933
211,2.204834,15.35285
253,2.204834,19.80079
29,2.208862,0
206,2.196777,14.63629
1,2.20564,0
138,2.196777,9.30903
234,2.202417,17.44515
183,2.206445,12.97139
166,2.204834,11.5259
153,2.203223,10.53745
77,2.206445,4.220824
48,2.191943,1.861629
102,2.20564,6.246159
103,2.206445,6.380838
185,2.206445,12.84979
95,2.206445,5.417268
121,2.20564,7.831466
38,2.18872,0
70,2.18872,3.655829
231,2.207251,16.96966
174,2.206445,12.24592
109,2.203223,6.712432
202,2.197583,14.86877
7,2.20564,0
175,2.206445,12.16304
45,2.204834,0
246,2.219336,19.77038
178,2.220142,12.64487
172,2.200806,12.18805
133,2.183081,8.568043
40,2.20564,1.09856
81,2.195166,4.47477
149,2.198389,10.04808
88,2.20564,4.83569
207,2.207251,15.04421
203,2.207251,14.88878
203,2.202417,14.50881
114,2.198389,7.237525
20,2.202417,0
5,2.206445,0
74,2.201611,3.948778
164,2.20564,11.10425
227,2.20564,16.53888
202,2.206445,14.44995
195,2.206445,13.96239
49,2.204834,1.795153
142,2.206445,9.361681
91,2.190332,5.319522
174,2.192749,12.1253
6,2.18872,0
195,2.208057,13.81272
171,2.20564,11.92382
74,2.208057,3.910498
143,2.190332,9.411941
183,2.207251,13.05407
31,2.20564,0
4,2.2,0
164,2.20564,11.05455
29,2.20564,0
136,2.20564,9.084263
12,2.206445,0
8,2.190332,0
11,2.200806,0
96,2.199194,5.611129
172,2.20564,11.8616
13,2.206445,0
164,2.206445,10.68133
111,2.196777,6.851116
243,2.208057,19.51469
221,2.190332,16.12794
124,2.191943,8.048225
65,2.208862,3.205556
255,2.204028,19.36768
51,2.208862,0
252,2.20564,19.93068
231,2.204834,17.35131
165,2.208057,11.27255
168,2.21128,11.67496
110,2.199194,6.840762
47,2.200806,1.381267
186,2.199194,13.29122
91,2.209668,5.118118
25,2.207251,0
201,2.198389,14.27698
1,2.198389,0
26,2.203223,0
98,2.187915,5.753538
26,2.204834,0
104,2.204028,6.34914
242,2.206445,18.95609
64,2.189526,3.06771
171,2.206445,11.81334
195,2.207251,13.60633
83,2.206445,4.649004
70,2.208862,3.467228
78,2.20564,4.119916
4,2.193554,0
228,2.207251,16.47107
77,2.204834,4.217481
67,2.20564,3.201499
181,2.200806,12.8153
105,2.207251,6.513287
228,2.195972,16.6076
152,2.206445,10.11082
8,2.207251,0
97,2.206445,5.672383
67,2.207251,3.386497
74,2.206445,3.939835
32,2.20564,0
230,2.21853,16.7074
178,2.203223,12.61603
251,2.206445,19.74429
60,2.208057,2.588131
66,2.20564,3.340499
0,2.207251,0
200,2.182275,14.29569
123,2.208057,8.077112
202,2.212085,14.55223
84,2.208057,4.76211
158,2.204834,10.90876
161,2.195166,10.87892
12,2.207251,0
32,2.195166,0
171,2.190332,11.72087
183,2.192749,13.14716
225,2.187915,16.48992
116,2.204834,7.269278
197,2.208057,14.23571
189,2.199194,13.37884
88,2.208057,5.161287
114,2.206445,7.053482
223,2.206445,16.21769
234,2.20564,17.44748
58,2.193554,2.364539
142,2.196777,9.664596
165,2.206445,11.30126
191,2.20564,13.42102
118,2.206445,7.687735
140,2.20564,9.473529
219,2.206445,15.93488
86,2.200806,4.870551
153,2.204834,10.46618
90,2.206445,5.223156
109,2.204834,6.761319
160,2.206445,10.87418
62,2.204028,2.930776
159,2.203223,10.7001
175,2.204834,12.20273
118,2.204028,7.536
250,2.195166,19.98113
110,2.20564,6.729254
44,2.204834,0
222,2.203223,16.00192
208,2.19436,14.89372
12,2.20564,0
141,2.207251,9.402137
212,2.20564,15.36456
143,2.207251,9.639804
167,2.20564,11.56903
163,2.216114,11.1916
240,2.19436,18.68439
246,2.220142,19.51033
230,2.198389,17.09171
23,2.20564,0
113,2.203223,6.983956
99,2.192749,5.839131
78,2.204834,3.972004
16,2.206445,0
40,2.204834,0
190,2.189526,13.42871
14,2.20564,0
57,2.208057,2.371332
109,2.204834,6.602648
249,2.206445,19.75745
96,2.20564,5.667471
107,2.206445,6.33838
100,2.207251,5.832865
71,2.204028,3.610653
212,2.19436,15.34071
224,2.207251,16.37901
30,2.206445,0
234,2.208862,17.15536
214,2.206445,14.70246
191,2.19436,13.74095
50,2.195972,0
77,2.208862,4.151153
183,2.206445,12.83907
153,2.20564,10.18417
65,2.206445,3.309789
77,2.204028,4.197487
73,2.203223,3.832267
238,2.206445,17.97661
205,2.198389,15.2944
65,2.20564,3.191735
35,2.20564,0
236,2.202417,17.77884
194,2.202417,13.76696
228,2.20564,16.54689
64,2.191943,2.831708
223,2.204028,16.119
6,2.20564,0
137,2.212085,9.202519
184,2.206445,12.6571
144,2.216114,9.842082
101,2.191943,6.163515
253,2.208057,19.75546
20,2.204834,0
61,2.195972,2.55253
78,2.193554,3.987016
4,2.203223,0
3,2.201611,0
201,2.217725,14.20032
139,2.203223,8.951376
203,2.204028,14.46472
4,2.207251,0
253,2.20564,19.57184
131,2.203223,8.413073
3,2.208862,0
58,2.198389,0
212,2.192749,15.32738
24,2.20564,0
211,2.204834,14.84194
11,2.207251,0
35,2.206445,0
228,2.20564,16.83633
40,2.206445,0
1,2.206445,0
52,2.206445,0
52,2.207251,0
107,2.193554,6.358676
218,2.195972,15.73203
24,2.206445,0
76,2.199194,4.009691
208,2.208057,14.97965
107,2.20564,6.687171
135,2.207251,8.84572
74,2.208057,3.789617
107,2.206445,6.440013
54,2.206445,2.191371
68,2.198389,3.287891
11,2.204834,0
13,2.20564,0
167,2.185498,11.53394
157,2.204834,10.72523
249,2.20564,19.71901
195,2.206445,14.28243
213,2.195972,15.20528
114,2.196777,7.191007
14,2.212891,0
72,2.199194,3.828717
238,2.207251,18.40051
17,2.203223,0
175,2.204834,12.39571
175,2.202417,12.16229
79,2.207251,4.070549
213,2.208862,15.42401
65,2.202417,3.09536
50,2.201611,1.819728
