pwm,voltage,speed
141,2.207251,9.347085
218,2.196777,15.53583
203,2.208057,14.60418
253,2.208862,19.63864
151,2.206445,10.25043
127,2.189526,8.243356
14,2.207251,0
97,2.20564,5.708313
78,2.206445,4.288594
53,2.20564,2.213081
218,2.204834,15.85654
108,2.202417,6.818374
176,2.20564,12.49331
95,2.208862,5.648965
48,2.202417,1.717924
36,2.208862,0
146,2.209668,9.433986
247,2.210474,19.55527
221,2.204834,15.98173
175,2.206445,12.15288
166,2.207251,11.53183
131,2.207251,8.688177
166,2.212891,11.56409
68,2.190332,3.282312
238,2.204834,17.84043
181,2.207251,13.06471
161,2.20564,10.85404
213,2.208057,15.30483
8,2.207251,0
148,2.206445,10.16046
96,2.206445,5.793774
91,2.204834,5.012561
99,2.204834,5.728589
208,2.208057,14.78661
228,2.208057,16.6199
107,2.203223,6.43226
41,2.206445,0
238,2.20564,18.00752
220,2.206445,15.99947
235,2.19436,17.50659
228,2.208057,16.37628
251,2.203223,19.6854
93,2.206445,5.26664
123,2.207251,7.751698
221,2.2,17.0583
97,2.201611,5.687108
72,2.203223,3.817663
246,2.199194,19.54821
77,2.207251,4.163918
92,2.206445,5.141387
21,2.208057,0
239,2.207251,18.08049
176,2.203223,12.04164
235,2.208057,17.3607
230,2.207251,16.69284
75,2.208057,3.799591
96,2.208862,5.65299
172,2.206445,11.84425
70,2.206445,3.564936
52,2.207251,2.077644
150,2.198389,9.961988
149,2.208057,9.780129
172,2.20564,11.7727
188,2.195166,13.67015
211,2.18872,15.17165
30,2.207251,0
212,2.206445,15.35781
3,2.204834,0
52,2.196777,1.912478
101,2.208862,5.683775
151,2.207251,10.05818
173,2.201611,11.86554
61,2.199194,2.770281
252,2.195166,19.25963
127,2.20564,7.941015
56,2.206445,0
129,2.207251,8.174122
59,2.206445,0
166,2.20564,11.53386
214,2.20564,15.37961
22,2.207251,0
205,2.196777,14.6802
134,2.20564,8.476496
56,2.206445,2.312732
224,2.199194,16.08533
87,2.206445,5.040921
179,2.204834,12.42041
80,2.18872,4.156261
197,2.208057,13.96996
6,2.20564,0
240,2.207251,18.37705
118,2.208862,7.442593
148,2.203223,10.22048
37,2.206445,0
5,2.19436,0
10,2.207251,0
10,2.20564,0
58,2.209668,2.389589
248,2.20564,19.30888
143,2.207251,9.241881
108,2.206445,6.630099
163,2.206445,11.00614
164,2.20564,11.3657
123,2.208057,7.909985
198,2.207251,14.26583
154,2.206445,10.51797
193,2.190332,13.63823
228,2.206445,16.66415
116,2.20564,7.38184
173,2.195972,12.31254
178,2.206445,12.42876
171,2.200806,11.98377
223,2.206445,16.49754
87,2.206445,4.767372
197,2.207251,14.11444
194,2.206445,13.62852
15,2.206445,0
2,2.207251,0
182,2.204834,12.7047
103,2.187915,6.200422
43,2.207251,1.099789
123,2.195166,7.89107
183,2.217725,12.73508
28,2.207251,0
198,2.204834,14.09658
178,2.199194,12.69741
131,2.183887,8.740826
39,2.207251,0
166,2.204834,11.51855
91,2.206445,5.098945
135,2.206445,8.844325
52,2.215308,2.08345
10,2.206445,0
73,2.209668,3.698759
166,2.204834,11.2736
210,2.207251,15.13933
11,2.21128,0
138,2.195972,9.119442
123,2.20564,7.918717
12,2.206445,0
80,2.20564,4.137561
100,2.20564,5.805273
146,2.196777,9.797759
222,2.207251,16.15813
134,2.20564,8.703341
235,2.204834,17.20384
96,2.20564,5.753138
164,2.20564,11.30273
247,2.202417,19.5278
15,2.191138,0
196,2.198389,14.14571
110,2.207251,6.78023
98,2.204834,5.809244
27,2.206445,0
53,2.192749,0
245,2.195166,19.411
232,2.191943,17.01395
124,2.207251,8.101858
185,2.207251,13.21085
69,2.20564,3.58812
230,2.204834,16.8921
78,2.192749,3.986439
206,2.195166,14.71486
87,2.20564,4.971173
168,2.21128,11.75218
157,2.206445,10.75159
87,2.202417,4.965422
26,2.208862,0
77,2.207251,4.20379
162,2.19436,11.02592
105,2.201611,6.14579
128,2.203223,7.978649
231,2.206445,17.27954
154,2.208057,10.7535
227,2.204834,16.45916
224,2.208057,16.32115
231,2.20564,16.80679
105,2.207251,6.472866
130,2.202417,8.560664
254,2.206445,19.60775
246,2.206445,18.385
51,2.204834,1.856597
233,2.20564,17.06349
20,2.204028,0
39,2.20564,0
86,2.204028,4.692895
209,2.208862,15.04248
182,2.195972,12.91646
99,2.212085,5.931249
0,2.206445,0
195,2.206445,14.12968
136,2.204834,8.950763
132,2.204834,8.75637
177,2.20564,12.69392
122,2.206445,7.800393
33,2.204834,0
64,2.207251,2.867924
142,2.20564,9.43818
95,2.208862,5.682027
133,2.207251,8.779323
28,2.190332,0
144,2.18872,9.697231
4,2.193554,0
204,2.18872,14.52061
62,2.191943,2.733212
185,2.206445,12.98672
203,2.207251,14.81255
85,2.206445,4.5458
139,2.209668,9.28718
122,2.207251,7.784235
152,2.204834,10.38035
42,2.19436,1.051442
60,2.202417,2.724296
236,2.20564,17.18107
53,2.208057,1.944151
27,2.204834,0
34,2.206445,0
200,2.20564,13.38454
218,2.207251,16.66875
225,2.209668,16.50586
248,2.206445,19.80728
182,2.204834,12.74077
178,2.206445,12.56557
188,2.209668,13.41838
131,2.191943,8.440876
169,2.204028,11.50151
236,2.204834,17.63731
204,2.208057,14.46672
105,2.20564,6.398982
51,2.191138,1.891942
83,2.208057,4.678554
67,2.232227,3.155933
5,2.208057,0
191,2.203223,13.55385
167,2.20564,11.53988
98,2.203223,5.881349
74,2.206445,3.841179
23,2.20564,0
150,2.208862,10.10724
17,2.207251,0
254,2.207251,19.56915
19,2.207251,0
118,2.20564,7.467395
185,2.208862,13.21096
223,2.208057,16.36911
198,2.196777,14.18736
183,2.207251,12.90436
148,2.207251,10.09295
211,2.199194,15.20969
6,2.206445,0
182,2.207251,12.83561
12,2.20564,0
130,2.206445,8.383661
205,2.20564,14.67965
55,2.207251,0
45,2.185498,0
223,2.213696,16.40998
204,2.206445,14.61233
247,2.208862,19.91324
181,2.207251,12.42561
181,2.204834,12.36624
198,2.190332,14.06591
138,2.2,9.278731
226,2.20564,16.62693
70,2.2,3.611964
219,2.208057,16.14733
107,2.206445,6.645216
200,2.241895,14.425
15,2.191943,0
223,2.2,16.06476
130,2.193554,8.424804
11,2.203223,0
15,2.206445,0
245,2.20564,19.81377
125,2.206445,8.106959
28,2.20564,0
251,2.21128,18.87659
172,2.20564,11.9585
110,2.204834,6.835315
74,2.2,3.876815
43,2.208057,1.284225
219,2.207251,15.6376
27,2.202417,0
206,2.20564,14.9858
67,2.204834,3.18878
174,2.208057,12.00181
88,2.204834,5.150253
71,2.207251,3.688181
76,2.201611,4.068451
149,2.207251,10.02352
73,2.206445,3.751684
196,2.203223,13.50584
61,2.206445,2.830442
53,2.206445,2.163009
4,2.207251,0
197,2.206445,13.92217
225,2.190332,16.59426
32,2.200806,0
242,2.204028,19.39686
9,2.204834,0
25,2.204834,0
254,2.207251,19.56891
38,2.208057,0
130,2.204834,8.333358
39,2.207251,0
109,2.206445,6.337843
179,2.215308,12.7889
38,2.20564,0
18,2.204834,0
132,2.20564,8.491571
129,2.20564,8.292006
251,2.203223,19.71901
51,2.207251,1.789384
172,2.191138,11.8799
127,2.193554,8.159176
91,2.204834,5.338142
198,2.195166,14.46645
141,2.204834,9.027669
2,2.190332,0
10,2.207251,0
130,2.20564,8.36491
1,2.193554,0
181,2.191943,12.52779
125,2.203223,8.032134
234,2.204834,17.0459
201,2.20564,13.66136
79,2.190332,4.327835
142,2.20564,9.294324
239,2.208057,18.3021
34,2.206445,0
121,2.204028,7.567987
154,2.207251,10.3003
141,2.20564,9.487777
230,2.20564,16.6405
110,2.207251,6.871345
171,2.199194,11.61909
127,2.186303,8.109721
21,2.207251,0
187,2.204834,13.12179
86,2.217725,4.863674
122,2.207251,7.394871
212,2.190332,15.29068
6,2.208862,0
215,2.203223,15.40842
243,2.204834,19.27594
112,2.206445,6.84425
112,2.207251,6.884838
67,2.206445,3.405808
200,2.207251,13.97232
29,2.206445,0
38,2.208862,0
2,2.204028,0
42,2.204834,1.354816
56,2.207251,2.47909
81,2.206445,4.402925
151,2.20564,10.15041
169,2.208057,11.48495
62,2.206445,2.778533
185,2.183887,12.63572
33,2.207251,0
12,2.212891,0
250,2.204028,19.19843
12,2.206445,0
217,2.191943,15.24438
39,2.199194,0
193,2.20564,13.23054
140,2.204834,9.301864
188,2.183081,13.08833
188,2.196777,13.4154
148,2.208862,10.01068
91,2.208057,5.332561
209,2.20564,14.92514
198,2.204834,14.13413
224,2.206445,16.27633
195,2.208862,13.78206
31,2.193554,0
251,2.187109,19.61118
212,2.192749,15.14356
66,2.204834,3.245776
206,2.206445,14.84544
253,2.207251,19.42829
135,2.207251,8.625062
65,2.204834,3.151412
246,2.209668,19.27287
78,2.196777,4.274869
160,2.207251,10.97653
132,2.208057,8.358768
17,2.208862,0
114,2.200806,7.153021
16,2.204834,0
43,2.208057,1.261516
160,2.206445,10.95089
215,2.183081,15.4743
117,2.206445,7.307185
52,2.20564,1.850079
16,2.212085,0
128,2.182275,8.039575
197,2.209668,14.09544
169,2.207251,11.72262
41,2.210474,0
140,2.196777,9.150252
136,2.20564,8.751393
178,2.215308,12.32133
71,2.204028,3.587464
251,2.203223,19.56136
47,2.208057,1.729582
123,2.2,7.717726
218,2.195972,15.54413
83,2.19436,4.741941
61,2.206445,2.788304
82,2.199194,4.326762
5,2.20564,0
224,2.196777,15.0445
147,2.195972,9.740105
152,2.20564,10.32827
38,2.206445,0
19,2.206445,0
92,2.20564,5.238293
236,2.206445,17.58971
130,2.203223,8.531465
14,2.198389,0
57,2.204028,2.294242
85,2.191943,4.873165
238,2.195166,18.0809
25,2.20564,0
11,2.204834,0
122,2.208057,7.737494
236,2.208862,18.39426
248,2.20564,19.63864
137,2.20564,8.842433
4,2.199194,0
115,2.204834,7.168036
2,2.206445,0
74,2.190332,4.017413
71,2.204834,3.738629
8,2.206445,0
119,2.206445,7.358428
73,2.20564,3.676424
69,2.208057,3.438011
138,2.192749,9.019479
102,2.206445,6.146776
64,2.206445,3.068333
92,2.203223,5.428388
38,2.195166,0
112,2.206445,6.934012
77,2.20564,3.982537
254,2.204834,19.94004
50,2.206445,2.015648
47,2.206445,1.674623
225,2.20564,16.55456
204,2.206445,14.79009
10,2.204834,0
200,2.20564,14.53472
6,2.206445,0
12,2.204028,0
16,2.208057,0
172,2.215308,11.94813
124,2.20564,8.023355
102,2.206445,6.119691
162,2.204834,11.21381
84,2.18872,4.738079
144,2.200806,9.838076
49,2.20564,1.863865
112,2.204834,7.037083
198,2.208862,14.16357
129,2.204834,8.162441
212,2.206445,15.35225
82,2.206445,4.511825
208,2.206445,15.05777
41,2.196777,1.003699
239,2.20564,18.31171
11,2.207251,0
217,2.200806,15.64289
200,2.204834,14.48032
246,2.200806,19.82277
162,2.20564,11.42323
6,2.206445,0
28,2.206445,0
213,2.206445,15.25401
27,2.209668,0
141,2.204834,9.507819
13,2.192749,0
65,2.196777,3.135854
31,2.204834,0
238,2.204834,17.5665
194,2.195972,13.68301
33,2.204834,0
227,2.19436,16.44796
236,2.206445,17.66051
185,2.189526,13.21196
209,2.193554,15.23595
249,2.207251,19.85309
181,2.206445,12.54499
41,2.207251,1.118414
167,2.20564,11.58994
172,2.206445,12.06542
135,2.204028,8.968087
123,2.209668,8.085718
17,2.20564,0
254,2.204028,19.79904
108,2.204834,6.423106
126,2.204834,8.026183
131,2.204028,8.632078
12,2.21853,0
159,2.204028,11.05027
239,2.204834,18.58579
148,2.206445,10.09204
168,2.217725,11.70995
109,2.219336,6.492906
196,2.20564,13.97481
64,2.20564,3.160092
112,2.190332,6.854195
87,2.18872,5.027739
226,2.203223,16.60865
101,2.206445,6.169591
74,2.208057,3.924205
225,2.196777,16.2425
94,2.20564,5.498813
123,2.221753,7.717157
241,2.191943,18.77528
185,2.206445,13.0363
39,2.203223,0
223,2.204834,16.28781
150,2.206445,10.13482
226,2.206445,16.45468
27,2.195972,0
120,2.20564,7.521278
118,2.203223,7.354363
253,2.208057,19.90971
42,2.204028,0
13,2.20564,0
57,2.204028,2.274855
121,2.219336,7.787941
38,2.206445,0
31,2.202417,0
32,2.20564,0
44,2.206445,0
19,2.208057,0
211,2.209668,15.53706
248,2.20564,19.6615
12,2.192749,0
165,2.204834,11.61625
235,2.206445,17.58302
104,2.20564,6.416625
62,2.206445,2.723913
104,2.192749,6.295373
135,2.207251,8.94373
176,2.206445,12.27856
144,2.206445,9.979202
137,2.206445,8.884997
19,2.204834,0
25,2.201611,0
201,2.204834,14.26842
152,2.195972,10.76891
28,2.206445,0
123,2.201611,8.006466
107,2.202417,6.761436
184,2.203223,12.77184
57,2.217725,2.472418
91,2.206445,5.132668
216,2.20564,15.65536
236,2.207251,17.41035
194,2.187109,13.7823
227,2.208057,16.45071
155,2.206445,10.62807
13,2.208057,0
13,2.20564,0
185,2.20564,13.02614
79,2.208862,4.260873
113,2.195972,7.023396
209,2.206445,15.02665
161,2.206445,11.06639
97,2.20564,5.885227
18,2.204834,0
134,2.206445,8.591568
240,2.209668,18.50739
203,2.20564,15.00426
43,2.207251,0
241,2.20564,19.00356
44,2.208057,1.438747
62,2.209668,2.760039
211,2.20564,15.01301
22,2.217725,0
149,2.206445,10.19534
63,2.189526,2.792745
81,2.208057,4.431769
35,2.207251,0
33,2.20564,0
172,2.207251,12.1012
81,2.21128,4.530512
7,2.208057,0
108,2.207251,6.552575
175,2.201611,11.9899
16,2.204834,0
38,2.192749,0
163,2.202417,11.16098
121,2.220948,7.732505
166,2.212891,11.36504
100,2.204834,5.936247
246,2.206445,19.71208
203,2.189526,14.21124
249,2.206445,19.5329
91,2.204834,5.191788
173,2.207251,12.25481
199,2.20564,14.26635
216,2.206445,15.42855
67,2.20564,3.256063
168,2.192749,11.50244
31,2.20564,0
239,2.208057,18.46909
154,2.207251,10.60596
151,2.187109,10.34862
211,2.215308,15.08119
217,2.20564,16.06016
176,2.208862,12.21231
201,2.19436,14.64708
5,2.208057,0
113,2.206445,7.147976
215,2.203223,15.80851
80,2.208057,4.451916
86,2.20564,4.707874
228,2.19436,16.64156
52,2.20564,2.084874
56,2.20564,2.420375
241,2.201611,18.95129
230,2.20564,16.79799
114,2.180664,7.22079
9,2.208057,0
193,2.204834,13.84193
79,2.199194,4.234272
221,2.206445,16.02347
156,2.208057,10.58538
192,2.206445,13.52421
224,2.18872,16.2326
29,2.2,0
120,2.203223,7.463599
102,2.206445,5.978975
182,2.204834,12.87812
96,2.204028,5.614639
180,2.199194,12.73436
83,2.20564,4.626167
96,2.207251,5.711405
214,2.212085,15.45025
146,2.204834,9.737145
153,2.20564,10.45845
167,2.208057,11.38192
110,2.204834,6.969206
160,2.20564,10.91627
85,2.206445,4.75414
220,2.203223,15.69776
49,2.20564,0
85,2.206445,4.918884
47,2.204834,0
65,2.202417,3.096642
132,2.208057,8.749687
229,2.192749,16.57553
248,2.200806,19.91678
13,2.202417,0
130,2.207251,8.551717
171,2.190332,11.96496
36,2.207251,0
201,2.204834,15.32155
77,2.203223,3.930774
79,2.209668,4.143149
0,2.208057,0
57,2.20564,0
107,2.203223,6.462587
5,2.210474,0
217,2.20564,15.4641
87,2.206445,5.015683
132,2.207251,8.570052
153,2.203223,10.3183
4,2.206445,0
11,2.214502,0
131,2.207251,8.485471
77,2.208057,4.034801
243,2.206445,19.40285
66,2.193554,3.273938
186,2.206445,13.15377
11,2.201611,0
74,2.207251,3.833595
15,2.207251,0
142,2.198389,9.432059
110,2.207251,6.685264
9,2.206445,0
204,2.20564,14.42183
225,2.206445,16.54097
172,2.206445,11.79817
225,2.209668,16.30878
106,2.20564,6.5901
60,2.20564,2.506465
84,2.206445,4.654377
122,2.208862,7.609453
229,2.220142,16.55177
164,2.2,11.28478
149,2.201611,9.974323
220,2.21128,16.27987
21,2.208057,0
114,2.201611,7.212998
128,2.206445,8.418528
59,2.206445,2.525433
125,2.207251,7.924071
157,2.204834,10.40545
14,2.206445,0
176,2.203223,12.17936
218,2.183081,15.69604
75,2.206445,3.771275
249,2.206445,19.69947
151,2.2,10.17658
161,2.208057,11.12265
88,2.207251,4.957618
255,2.207251,19.72767
64,2.196777,3.071573
118,2.20564,7.46633
104,2.206445,6.520398
183,2.204834,12.97932
2,2.20564,0
209,2.20564,14.99023
149,2.206445,10.08336
131,2.191138,8.482218
134,2.206445,9.003297
115,2.212085,7.116306
132,2.204834,8.659918
89,2.196777,5.057525
40,2.207251,1.157884
66,2.206445,3.067003
111,2.207251,6.852311
21,2.206445,0
125,2.204834,7.936482
114,2.208057,7.172194
114,2.206445,7.03434
197,2.204834,13.95879
72,2.198389,3.678309
35,2.203223,0
107,2.204834,6.599957
184,2.207251,12.84422
105,2.21128,6.170367
233,2.204028,17.40359
167,2.207251,11.34141
43,2.204834,0
166,2.202417,11.47681
123,2.198389,7.932394
209,2.20564,14.07158
84,2.204834,4.656254
213,2.189526,15.09104
17,2.20564,0
40,2.204028,0
1,2.195972,0
188,2.20564,12.99575
174,2.206445,12.05347
244,2.208057,19.54383
15,2.20564,0
127,2.192749,8.060616
15,2.204834,0
46,2.206445,0
155,2.212891,10.5487
130,2.204834,8.448548
78,2.20564,4.334499
103,2.208057,6.191355
205,2.203223,14.62825
239,2.207251,18.37963
53,2.195972,2.160346
121,2.204834,7.529607
143,2.208862,9.4942
243,2.200806,19.58892
183,2.209668,12.96186
33,2.203223,0
61,2.208057,2.925934
155,2.203223,10.58239
199,2.196777,14.36354
163,2.208057,11.04367
116,2.208057,7.418446
163,2.190332,11.20924
164,2.204834,11.22398
141,2.207251,9.500977
119,2.193554,7.66272
64,2.212891,2.858545
90,2.196777,5.238275
31,2.20564,0
60,2.207251,2.623793
205,2.208057,14.3684
53,2.204834,2.06275
209,2.203223,14.9621
124,2.213696,7.97804
56,2.20564,2.483449
220,2.20564,15.88589
136,2.207251,8.818803
162,2.204834,11.2593
169,2.204834,11.80642
147,2.206445,9.934707
205,2.206445,14.82569
7,2.204834,0
192,2.2,13.5935
54,2.204834,2.332878
108,2.191943,6.65603
243,2.204834,19.70886
186,2.202417,13.04356
64,2.204834,3.126156
35,2.20564,0
157,2.206445,10.73997
76,2.21128,3.894752
1,2.20564,0
108,2.209668,6.418303
83,2.20564,4.693091
60,2.208057,2.700861
198,2.204834,14.26777
15,2.21128,0
73,2.20564,3.899364
185,2.207251,12.88425
139,2.20564,9.238674
145,2.20564,9.735155
62,2.203223,2.726722
110,2.18872,6.852968
220,2.203223,15.80739
191,2.206445,13.66456
11,2.195166,0
220,2.198389,16.10264
62,2.203223,2.969291
132,2.203223,8.690724
149,2.195972,10.09632
198,2.206445,14.1503
33,2.20564,0
197,2.206445,13.92698
8,2.206445,0
240,2.219336,18.71332
232,2.20564,17.73428
0,2.204834,0
221,2.206445,16.20765
23,2.196777,0
45,2.21853,1.345219
148,2.20564,9.904763
154,2.204834,10.29787
211,2.206445,15.2361
225,2.21128,16.4378
175,2.20564,11.73918
105,2.207251,6.16117
250,2.207251,19.64085
170,2.208057,12.03555
35,2.207251,0
102,2.190332,6.15441
55,2.189526,2.072507
131,2.20564,8.397825
222,2.204834,15.98873
204,2.20564,14.84881
50,2.207251,1.898868
193,2.204834,13.47074
162,2.208057,11.26681
7,2.183887,0
43,2.203223,0
39,2.20564,0
248,2.204028,19.69256
211,2.20564,15.2013
167,2.196777,11.52734
124,2.204834,8.122301
12,2.187915,0
250,2.20564,19.46802
2,2.206445,0
152,2.202417,10.32766
99,2.189526,5.920027
144,2.190332,9.507532
125,2.20564,7.965418
0,2.208057,0
5,2.209668,0
219,2.208057,15.73014
59,2.204834,2.732942
53,2.20564,2.182301
56,2.207251,2.455121
240,2.204834,18.57107
115,2.206445,7.176551
234,2.206445,17.17299
83,2.187915,4.640914
163,2.204834,11.21965
241,2.200806,18.74638
149,2.208057,9.787808
207,2.20564,14.90192
173,2.204834,12.03362
10,2.190332,0
221,2.207251,16.35446
45,2.198389,1.428252
130,2.204834,8.444007
154,2.207251,10.53547
31,2.204028,0
36,2.206445,0
218,2.208862,16.13655
156,2.206445,11.21493
224,2.20564,17.4063
52,2.198389,1.945671
14,2.204834,0
146,2.207251,9.991644
153,2.207251,10.49689
248,2.207251,19.9193
164,2.19436,11.2215
48,2.207251,0
210,2.206445,15.23862
169,2.212085,11.93505
54,2.20564,2.354043
27,2.206445,0
139,2.193554,9.016891
231,2.206445,16.74016
213,2.207251,15.2583
13,2.20564,0
35,2.207251,0
130,2.206445,8.655861
18,2.200806,0
16,2.206445,0
131,2.191943,8.538375
39,2.204834,0
114,2.189526,7.094162
227,2.190332,16.52739
79,2.202417,4.403604
157,2.212891,10.65973
103,2.208862,6.078322
187,2.206445,13.54929
3,2.203223,0
31,2.203223,0
172,2.207251,11.92998
216,2.207251,15.41356
239,2.209668,18.55987
248,2.206445,19.53727
138,2.195972,9.192932
241,2.256397,18.62435
98,2.208057,5.846978
109,2.207251,6.840405
212,2.203223,15.27759
230,2.193554,16.9594
1,2.198389,0
120,2.207251,7.741498
59,2.20564,2.690333
115,2.206445,7.20083
91,2.206445,5.189833
60,2.20564,2.675477
64,2.204834,3.155597
167,2.20564,11.55983
38,2.193554,0
76,2.204834,4.064851
138,2.206445,8.944291
236,2.207251,17.54394
54,2.206445,2.119244
22,2.204834,0
98,2.20564,5.688076
195,2.202417,13.86968
105,2.253175,6.289903
51,2.203223,1.863878
39,2.206445,0
161,2.207251,10.9872
56,2.206445,2.483995
201,2.195972,14.28334
21,2.206445,0
106,2.203223,6.276407
105,2.190332,6.405035
34,2.208057,0
219,2.20564,15.78801
235,2.207251,17.22761
31,2.207251,0
35,2.198389,0
222,2.208862,16.21936
224,2.192749,16.36485
68,2.208057,3.251412
138,2.213696,9.22706
213,2.204834,15.25001
177,2.206445,12.39805
174,2.207251,12.11389
39,2.208862,0
17,2.20564,0
170,2.195166,11.70132
46,2.207251,1.287143
225,2.204834,16.24133
195,2.18872,13.82415
226,2.206445,15.77596
228,2.207251,16.76267
108,2.203223,6.548559
230,2.206445,16.62447
14,2.212891,0
209,2.204834,15.22399
133,2.206445,8.649283
8,2.21128,0
115,2.206445,7.247242
5,2.206445,0
98,2.204028,5.982664
73,2.20564,3.917393
73,2.20564,3.887638
70,2.195972,3.597933
225,2.207251,16.4709
118,2.206445,7.426758
93,2.20564,5.454684
141,2.209668,9.458696
196,2.189526,14.01396
155,2.206445,10.83076
69,2.189526,3.572005
222,2.198389,16.33796
89,2.207251,4.971441
239,2.207251,18.44047
193,2.20564,12.75846
119,2.20564,7.602307
86,2.208057,4.895353
146,2.206445,9.629107
123,2.207251,7.672265
23,2.19436,0
129,2.207251,8.344204
176,2.193554,12.32761
170,2.212085,11.70062
75,2.208057,3.911297
49,2.206445,0
143,2.20564,9.570032
62,2.206445,2.913414
173,2.204028,11.97436
172,2.204834,11.77076
1,2.204834,0
195,2.203223,13.77734
14,2.207251,0
51,2.206445,1.841613
152,2.204834,10.03832
162,2.191943,11.14372
13,2.200806,0
201,2.20564,14.48112
40,2.191138,0
11,2.195166,0
43,2.21128,0
35,2.20564,0
148,2.20564,9.969006
104,2.20564,6.31923
101,2.208862,6.059797
11,2.195166,0
195,2.21128,13.90898
68,2.212085,3.433908
22,2.204834,0
220,2.202417,16.02036
117,2.204834,7.154423
17,2.20564,0
41,2.206445,1.289611
8,2.208862,0
219,2.206445,16.54044
14,2.186303,0
3,2.195166,0
152,2.187915,10.34119
252,2.207251,19.36744
212,2.21128,15.29232
21,2.20564,0
187,2.19436,13.5942
84,2.204834,4.665409
72,2.20564,3.817263
40,2.206445,1.027197
81,2.207251,4.509015
152,2.206445,10.29801
106,2.206445,6.555775
174,2.204834,12.41001
255,2.189526,19.59161
10,2.206445,0
170,2.204834,11.6087
115,2.189526,7.116402
105,2.204834,6.218193
58,2.20564,2.588357
183,2.206445,12.93316
42,2.191943,0
129,2.208862,8.396209
50,2.206445,1.822703
46,2.20564,1.667648
93,2.20564,5.350307
53,2.2,2.153776
31,2.20564,0
207,2.203223,14.84544
16,2.19436,0
179,2.208862,12.51042
31,2.207251,0
140,2.212085,9.386238
228,2.206445,16.56748
184,2.20564,12.85567
151,2.193554,10.1754
84,2.195972,4.858904
0,2.206445,0
149,2.20564,10.03108
175,2.19436,11.86017
58,2.208057,2.467017
117,2.193554,7.385866
110,2.20564,6.865729
103,2.204834,6.053399
101,2.212891,5.874332
52,2.208862,1.858154
147,2.193554,9.861917
202,2.212085,14.37524
71,2.199194,3.714749
58,2.191943,2.374274
166,2.204834,11.62606
241,2.20564,18.82005
180,2.206445,12.78255
208,2.206445,15.03687
104,2.20564,6.214159
243,2.207251,19.80428
157,2.20564,10.59816
188,2.207251,13.28886
156,2.20564,10.60761
83,2.2,4.492816
236,2.20564,17.55845
219,2.20564,15.98466
111,2.20564,6.94975
142,2.198389,9.327548
91,2.204834,5.434981
165,2.204834,11.53403
60,2.206445,2.794231
220,2.208057,16.00861
204,2.206445,14.79441
163,2.206445,10.76507
43,2.20564,1.219185
24,2.207251,0
153,2.207251,10.4689
204,2.208057,14.65131
176,2.203223,12.322
181,2.204834,12.57402
18,2.192749,0
48,2.209668,0
202,2.203223,14.23287
13,2.206445,0
91,2.206445,5.302177
15,2.191943,0
6,2.20564,0
18,2.204834,0
116,2.207251,7.33561
85,2.204834,4.783034
48,2.207251,1.796767
116,2.20564,7.280328
229,2.206445,16.98727
146,2.191138,9.878601
111,2.19436,6.833323
25,2.207251,0
173,2.204834,12.02496
253,2.20564,20.03695
128,2.207251,8.350636
204,2.212085,14.60377
78,2.195972,4.194607
253,2.207251,19.6053
236,2.208057,17.60529
136,2.192749,9.020618
214,2.204834,15.2883
57,2.206445,2.486495
91,2.206445,5.282811
203,2.196777,14.32542
207,2.19436,15.13787
200,2.207251,14.30064
31,2.203223,0
44,2.20564,0
228,2.198389,16.61603
211,2.206445,15.31006
48,2.20564,1.782005
16,2.187915,0
108,2.193554,6.76525
6,2.206445,0
82,2.201611,4.347804
254,2.20564,19.91122
111,2.20564,7.311131
112,2.207251,7.114339
97,2.204834,5.901633
178,2.201611,12.63602
106,2.206445,6.293734
124,2.203223,7.860545
143,2.204834,9.734551
43,2.206445,1.342423
215,2.20564,15.35916
20,2.189526,0
101,2.20564,5.959806
62,2.212891,3.01379
91,2.187915,5.230618
94,2.198389,5.431485
44,2.206445,0
112,2.208057,6.919259
113,2.207251,7.057348
12,2.207251,0
24,2.207251,0
174,2.195972,12.18134
217,2.20564,15.6323
90,2.207251,5.179412
182,2.204834,12.84285
71,2.187109,3.737776
33,2.204834,0
127,2.20564,8.256399
86,2.208057,4.756357
40,2.206445,1.117439
154,2.20564,10.48589
153,2.208057,10.44683
36,2.206445,0
146,2.198389,9.889236
132,2.18872,8.721753
199,2.209668,14.19095
84,2.203223,4.646804
215,2.202417,15.75065
223,2.207251,16.13887
193,2.204028,13.70713
74,2.208057,3.905326
15,2.204834,0
246,2.204834,19.58452
187,2.203223,12.9189
214,2.20564,15.28562
157,2.190332,10.63858
35,2.206445,0
199,2.20564,14.20918
145,2.206445,9.511101
84,2.206445,4.745121
13,2.208057,0
3,2.191138,0
161,2.191943,11.00198
16,2.195972,0
8,2.204834,0
2,2.206445,0
57,2.20564,2.385119
9,2.204028,0
185,2.203223,12.50923
102,2.207251,6.203287
226,2.206445,16.7316
84,2.206445,4.540307
116,2.207251,7.373662
127,2.207251,8.216494
207,2.20564,13.97108
34,2.207251,0
185,2.195166,13.1185
60,2.204028,2.520153
138,2.204028,9.142797
104,2.204834,6.373666
166,2.208057,11.49764
82,2.185498,4.613598
215,2.204028,15.36006
207,2.208862,15.01933
135,2.208862,8.756956
83,2.191943,4.732625
147,2.207251,9.837644
202,2.204834,14.47739
66,2.206445,3.076205
33,2.208057,0
85,2.206445,4.866959
